company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C001,2020Q1,29200000,21380000,7820000,26.8,8900000,3500000,3200000,2200000,-1080000,450000,120000,-1650000,-0.12,-2200000,8800000,6200000,23400000,14500000,62000000,31000000,31000000
C001,2020Q2,27600000,20420000,7180000,26.0,8700000,3400000,3100000,2200000,-1520000,430000,110000,-2060000,-0.15,-2600000,8300000,5800000,24100000,14200000,59000000,30000000,29000000
C001,2020Q3,30800000,22510000,8290000,26.9,8650000,3350000,3100000,2200000,-360000,420000,100000,-880000,-0.06,-1200000,8700000,6100000,24000000,14800000,61000000,30500000,30500000
C001,2020Q4,33100000,24150000,8950000,27.1,8580000,3320000,3080000,2180000,370000,410000,90000, -130000,-0.01,-500000,9200000,6400000,23700000,15200000,63000000,31000000,32000000
C001,2021Q1,36900000,26260000,10640000,28.8,8600000,3330000,3100000,2170000,2040000,400000,80000,1560000,0.11,1100000,9600000,6800000,23000000,15800000,66000000,32000000,34000000
C001,2021Q2,40800000,29020000,11780000,28.8,8900000,3400000,3200000,2300000,2880000,390000,70000,2420000,0.17,1900000,10200000,7200000,22600000,16400000,69000000,33000000,36000000
C001,2021Q3,44100000,31080000,13020000,29.6,9400000,3550000,3400000,2450000,2820000,380000,60000,2380000,0.17,2100000,11400000,7600000,22200000,17000000,72000000,34000000,38000000
C001,2021Q4,47600000,33480000,14120000,29.7,9900000,3700000,3600000,2600000,3320000,370000,50000,2900000,0.20,2600000,12900000,8100000,22000000,17600000,75000000,35000000,40000000
C001,2022Q1,51300000,36200000,15100000,29.4,10800000,3900000,3800000,3100000,4300000,360000,40000,3900000,0.27,3400000,13400000,8500000,22300000,18200000,78000000,36000000,42000000
C001,2022Q2,55900000,39240000,16660000,29.8,11300000,3950000,4000000,3350000,5360000,350000,30000,4980000,0.34,4200000,13900000,8900000,22100000,18800000,81000000,37000000,44000000
C001,2022Q3,59200000,41240000,17960000,30.3,11700000,4000000,4200000,3500000,5960000,340000,20000,5600000,0.38,4900000,14600000,9300000,21800000,19400000,84000000,38000000,46000000
C001,2022Q4,63500000,44040000,19460000,30.7,12100000,4050000,4400000,3650000,6560000,330000,10000,6220000,0.42,5500000,15300000,9700000,21500000,20000000,87000000,39000000,48000000
C001,2023Q1,58800000,41160000,17640000,30.0,14800000,4100000,4600000,4100000,2840000,320000,5000,2465000,0.17,2000000,15000000,10100000,22400000,20600000,90000000,40000000,50000000
C001,2023Q2,64100000,44920000,19180000,29.9,15600000,4450000,4800000,4300000,3280000,310000,0,2970000,0.20,2500000,15600000,10500000,22100000,21200000,93000000,41000000,52000000
C001,2023Q3,68900000,48020000,20880000,30.3,16100000,4700000,5000000,4500000,4780000,300000,0,4480000,0.30,3900000,16300000,10900000,21900000,21800000,96000000,42000000,54000000
C001,2023Q4,72300000,50050000,22250000,30.8,16700000,4950000,5200000,4700000,5580000,290000,0,5290000,0.35,4600000,17100000,11300000,21700000,22400000,99000000,43000000,56000000
C001,2024Q1,62400000,44620000,17780000,28.5,15900000,4500000,5400000,4900000,1880000,280000,0,1600000,0.11,1200000,16800000,11700000,22300000,23000000,102000000,44000000,58000000
C001,2024Q2,68900000,48400000,20500000,29.7,16400000,4830000,5600000,5100000,4100000,270000,0,3830000,0.26,3200000,17200000,12100000,22100000,23600000,105000000,45000000,60000000
C001,2024Q3,73100000,50930000,22170000,30.3,16700000,4970000,5800000,5300000,5000000,260000,0,4740000,0.32,4000000,17800000,12500000,21800000,24200000,108000000,46000000,62000000
C001,2024Q4,79800000,54580000,25220000,31.6,17200000,5190000,6000000,5500000,8020000,250000,0,7770000,0.52,6500000,18900000,12900000,21400000,24800000,111000000,47000000,64000000
C001,2025Q1,70500000,49360000,21140000,30.0,17600000,5300000,6200000,5700000,3540000,240000,0,3300000,0.22,2700000,19400000,13300000,21000000,25400000,114000000,48000000,66000000
C001,2025Q2,71800000,50400000,21400000,29.8,17900000,5350000,6400000,5900000,3500000,230000,0,3270000,0.22,2600000,19100000,13700000,20700000,26000000,117000000,49000000,68000000
