company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C016,2020Q1,3200000,800000,2400000,75.0,4500000,3200000,800000,500000,-2100000,8000,0,-2108000,-0.25,-1800000,2800000,600000,0,1500000,6400000,2200000,4200000
C016,2020Q2,3600000,900000,2700000,75.0,4700000,3400000,850000,450000,-2000000,7000,0,-2007000,-0.24,-1700000,3000000,700000,0,1600000,6800000,2100000,4700000
C016,2020Q3,4100000,1000000,3100000,75.6,4900000,3600000,900000,400000,-1800000,6000,0,-1806000,-0.21,-1500000,3200000,800000,0,1700000,7200000,2000000,5200000
C016,2020Q4,4600000,1150000,3450000,75.0,5100000,3800000,950000,350000,-1650000,5000,0,-1655000,-0.19,-1300000,3400000,900000,0,1800000,7600000,1900000,5700000
C016,2021Q1,5200000,1300000,3900000,75.0,5400000,4100000,1000000,300000,-1500000,4000,10000,-1514000,-0.17,-1100000,3600000,1000000,0,2000000,8100000,1800000,6300000
C016,2021Q2,5900000,1480000,4420000,74.9,5700000,4400000,1050000,250000,-1280000,3000,20000,-1303000,-0.15,-900000,3800000,1100000,0,2200000,8600000,1700000,6900000
C016,2021Q3,6700000,1680000,5020000,74.9,6000000,4700000,1100000,200000,-980000,2000,30000,-1012000,-0.11,-650000,4000000,1200000,0,2400000,9100000,1600000,7500000
C016,2021Q4,7600000,1900000,5700000,75.0,6300000,5000000,1150000,150000,-600000,1000,40000,-641000,-0.07,-350000,4200000,1300000,0,2600000,9600000,1500000,8100000
C016,2022Q1,8600000,2150000,6450000,75.0,6700000,5400000,1200000,100000,-250000,800,50000,-300800,-0.03,-80000,4300000,1400000,0,2900000,10200000,1400000,8800000
C016,2022Q2,9800000,2450000,7350000,75.0,7100000,5800000,1250000,50000,250000,600,60000,189400,0.02,300000,4400000,1500000,0,3200000,10800000,1300000,9500000
C016,2022Q3,11200000,2800000,8400000,75.0,7500000,6200000,1300000,0,900000,400,70000,829600,0.09,650000,4500000,1600000,0,3500000,11400000,1200000,10200000
C016,2022Q4,12800000,3200000,9600000,75.0,7900000,6600000,1300000,0,1700000,200,80000,1619800,0.17,1000000,4600000,1700000,0,3800000,12000000,1100000,10900000
C016,2023Q1,12000000,3000000,9000000,75.0,8500000,7200000,1300000,0,500000,100,90000,409900,0.04,250000,4500000,1800000,0,4100000,12600000,1150000,11450000
C016,2023Q2,13600000,3400000,10200000,75.0,8900000,7600000,1300000,0,1300000,50,100000,1149950,0.12,700000,4700000,1900000,0,4400000,13200000,1200000,12000000
C016,2023Q3,15400000,3850000,11550000,75.0,9300000,8000000,1300000,0,2250000,25,110000,2114975,0.22,1100000,4900000,2000000,0,4700000,13800000,1250000,12550000
C016,2023Q4,17600000,4400000,13200000,75.0,9700000,8400000,1300000,0,3500000,0,120000,3379980,0.35,1600000,5100000,2100000,0,5000000,14400000,1300000,13100000
C016,2024Q1,16200000,4050000,12150000,75.0,10200000,8900000,1300000,0,1950000,0,130000,1819970,0.19,900000,5000000,2200000,0,5300000,15000000,1350000,13650000
C016,2024Q2,18400000,4600000,13800000,75.0,10600000,9300000,1300000,0,3200000,0,140000,3059960,0.31,1400000,5200000,2300000,0,5600000,15600000,1400000,14200000
C016,2024Q3,20800000,5200000,15600000,75.0,11000000,9700000,1300000,0,4600000,0,150000,4449950,0.45,2000000,5400000,2400000,0,5900000,16200000,1450000,14750000
C016,2024Q4,23600000,5900000,17700000,75.0,11400000,10100000,1300000,0,6300000,0,160000,6139940,0.62,2700000,5600000,2500000,0,6200000,16800000,1500000,15300000
C016,2025Q1,21800000,5450000,16350000,75.0,11900000,10600000,1300000,0,4450000,0,170000,4279930,0.43,1900000,5700000,2600000,0,6500000,17400000,1550000,15850000
C016,2025Q2,24800000,6200000,18600000,75.0,12400000,11100000,1300000,0,6200000,0,180000,6019940,0.61,2600000,5900000,2700000,0,6800000,18000000,1600000,16400000
