company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C004,2020Q1,21000000,7000000,14000000,66.7,9500000,4300000,3150000,2050000,4500000,250000,650000,3600000,0.35,3100000,8800000,4200000,1200000,12400000,48000000,18500000,29500000
C004,2020Q2,22800000,7600000,15200000,66.7,9800000,4450000,3300000,2050000,5400000,240000,600000,4560000,0.44,3700000,9300000,4500000,1300000,12700000,50000000,19000000,31000000
C004,2020Q3,24600000,8200000,16400000,66.7,10100000,4600000,3450000,2050000,6300000,230000,550000,5520000,0.53,4300000,9800000,4800000,1400000,13000000,52000000,19500000,32500000
C004,2020Q4,26600000,8800000,17800000,66.9,10400000,4750000,3600000,2050000,7400000,220000,500000,6680000,0.64,5000000,10300000,5100000,1500000,13300000,54000000,20000000,34000000
C004,2021Q1,28700000,9500000,19200000,66.9,10800000,4900000,3700000,2200000,8400000,210000,450000,7740000,0.71,5600000,10900000,5400000,1600000,13600000,56000000,20500000,35500000
C004,2021Q2,30900000,10200000,20700000,67.0,11200000,5100000,3800000,2300000,9500000,200000,400000,8900000,0.82,6300000,11500000,5700000,1700000,13900000,58000000,21000000,37000000
C004,2021Q3,33200000,10900000,22300000,67.2,11600000,5300000,3900000,2400000,10700000,190000,350000,10100000,0.93,7000000,12100000,6000000,1800000,14200000,60000000,21500000,38500000
C004,2021Q4,35600000,11700000,23900000,67.1,12000000,5500000,4000000,2500000,11900000,180000,300000,11400000,1.04,7800000,12700000,6300000,1900000,14500000,62000000,22000000,40000000
C004,2022Q1,38200000,12500000,25700000,67.3,12400000,5700000,4100000,2600000,13300000,170000,250000,12800000,1.16,8500000,13400000,6600000,2000000,14800000,64000000,22500000,41500000
C004,2022Q2,40900000,13300000,27600000,67.5,12900000,5900000,4200000,2700000,14700000,160000,200000,14100000,1.28,9200000,14100000,6900000,2100000,15100000,66000000,23000000,43000000
C004,2022Q3,43700000,14100000,29600000,67.7,13400000,6100000,4300000,3000000,16200000,150000,150000,14700000,1.33,9900000,14800000,7200000,2200000,15400000,68000000,23500000,44500000
C004,2022Q4,46600000,15000000,31600000,67.8,13900000,6300000,4400000,3200000,17700000,140000,100000,17600000,1.59,10700000,15500000,7500000,2300000,15700000,70000000,24000000,46000000
C004,2023Q1,43200000,13900000,29300000,67.9,16500000,6500000,4500000,4500000,12800000,130000,900000,11700000,1.06,7500000,15200000,7800000,2400000,16000000,72000000,24500000,47500000
C004,2023Q2,45500000,14700000,30800000,67.7,17100000,6700000,4600000,4800000,13700000,120000,800000,12900000,1.17,8200000,16000000,8100000,2500000,16300000,74000000,25000000,49000000
C004,2023Q3,47900000,15500000,32400000,67.6,17700000,6900000,4700000,5100000,14700000,110000,700000,13900000,1.26,8900000,16800000,8400000,2600000,16600000,76000000,25500000,50500000
C004,2023Q4,50400000,16400000,34000000,67.5,18300000,7100000,4800000,5400000,15700000,100000,600000,15100000,1.37,9700000,17600000,8700000,2700000,16900000,78000000,26000000,52000000
C004,2024Q1,45600000,14800000,30800000,67.5,17600000,7300000,4900000,5400000,13200000,90000,500000,12650000,1.15,8200000,17300000,9000000,2800000,17200000,80000000,26500000,53500000
C004,2024Q2,49100000,15900000,33200000,67.6,18200000,7500000,5000000,5700000,15000000,80000,400000,14560000,1.32,9200000,18100000,9300000,2900000,17500000,82000000,27000000,55000000
C004,2024Q3,52700000,17100000,35600000,67.6,18800000,7700000,5100000,6000000,16800000,70000,300000,16470000,1.49,10200000,18900000,9600000,3000000,17800000,84000000,27500000,56500000
C004,2024Q4,56400000,18300000,38100000,67.6,19400000,7900000,5200000,6300000,18700000,60000,200000,18480000,1.67,11300000,19700000,9900000,3100000,18100000,86000000,28000000,58000000
C004,2025Q1,52000000,16900000,35100000,67.5,19800000,8100000,5300000,6400000,15300000,50000,100000,14700000,1.33,9300000,20400000,10200000,3200000,18400000,88000000,28500000,59500000
C004,2025Q2,55100000,17800000,37300000,67.7,20200000,8300000,5400000,6500000,17100000,40000,0,16700000,1.51,10400000,21200000,10500000,3300000,18700000,90000000,29000000,61000000
