company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C009,2020Q1,9500000,4100000,5400000,56.8,6000000,2700000,2050000,1250000,-800000,55000,0,-855000,-0.11,-410000,3600000,2100000,0,5700000,17000000,6300000,10700000
C009,2020Q2,9700000,4200000,5500000,56.7,6100000,2800000,2100000,1200000,-700000,53000,0,-728000,-0.09,-360000,3700000,2150000,0,5800000,17100000,6200000,10800000
C009,2020Q3,10800000,4600000,6200000,57.4,6300000,2850000,2200000,1250000,-300000,51000,0,-305000,-0.03,-210000,3900000,2300000,0,5900000,17200000,6100000,11100000
C009,2020Q4,11500000,4800000,6700000,58.3,6400000,2900000,2300000,1200000,80000,49000,0,90000,0.01,60000,4000000,2350000,0,6000000,17200000,6000000,11200000
C009,2021Q1,12300000,5200000,7100000,57.7,6700000,3100000,2400000,1200000,400000,47000,50000,303000,0.04,120000,4300000,2500000,0,6300000,17400000,6000000,11400000
C009,2021Q2,13500000,5700000,7800000,57.8,7000000,3300000,2550000,1150000,700000,45000,70000,585000,0.08,290000,4600000,2600000,0,6500000,17500000,6100000,11400000
C009,2021Q3,14600000,6200000,8400000,57.5,7300000,3400000,2600000,1300000,900000,43000,75000,652000,0.09,350000,4900000,2800000,0,6700000,17700000,6200000,11500000
C009,2021Q4,16400000,6750000,9650000,58.8,7500000,3500000,2700000,1300000,1300000,41000,80000,880000,0.12,450000,5100000,3000000,0,7000000,17900000,6400000,11500000
C009,2022Q1,17800000,7100000,10700000,60.1,7900000,3700000,2800000,1400000,1600000,38500,85000,1020000,0.14,520000,5300000,3300000,0,7400000,18100000,6500000,11600000
C009,2022Q2,19200000,7600000,11600000,60.4,8200000,3850000,3000000,1350000,1850000,37000,90000,1120000,0.15,600000,5600000,3400000,0,7700000,18500000,6700000,11800000
C009,2022Q3,21000000,8100000,12900000,61.4,8600000,3950000,3100000,1550000,2100000,35000,95000,1370000,0.18,700000,6000000,3600000,0,8000000,18800000,6800000,12000000
C009,2022Q4,23000000,8800000,14200000,61.7,9000000,4100000,3200000,1700000,2600000,34000,105000,1930000,0.25,780000,6300000,3700000,0,8300000,19100000,7000000,12100000
C009,2023Q1,21700000,8400000,13300000,61.3,9700000,4450000,3400000,1850000,1260000,32000,120000,795000,0.10,410000,6200000,3900000,0,8300000,19300000,7100000,12200000
C009,2023Q2,22700000,8700000,14000000,61.7,9900000,4600000,3500000,1800000,1400000,30000,110000,890000,0.12,470000,6400000,4100000,0,8500000,19500000,7200000,12300000
C009,2023Q3,24500000,9300000,15200000,62.0,10200000,4800000,3650000,1750000,1850000,28000,90000,1220000,0.16,630000,6700000,4200000,0,8800000,19800000,7300000,12500000
C009,2023Q4,26500000,9700000,16800000,63.4,10700000,5000000,3700000,2000000,2500000,26000,95000,1930000,0.25,850000,7000000,4300000,0,9000000,20200000,7500000,12700000
C009,2024Q1,23700000,8900000,14800000,62.4,11200000,5200000,3900000,2000000,1190000,24000,150000,830000,0.11,400000,6800000,4500000,0,9200000,20500000,7600000,12900000
C009,2024Q2,24800000,9300000,15500000,62.5,11600000,5400000,4000000,2000000,1350000,22000,140000,1050000,0.14,530000,7100000,4600000,0,9400000,20700000,7700000,13000000
C009,2024Q3,26600000,9700000,16900000,63.5,12200000,5600000,4200000,2100000,1880000,20000,130000,1830000,0.24,840000,7400000,4800000,0,9600000,21000000,7900000,13100000
C009,2024Q4,28400000,10200000,18200000,64.1,12600000,5800000,4300000,2200000,2400000,18000,120000,2160000,0.28,920000,7800000,5000000,0,9800000,21400000,8000000,13400000
C009,2025Q1,26500000,9400000,17100000,64.5,13200000,6100000,4500000,2200000,1480000,16000,110000,1100000,0.15,530000,8000000,5200000,0,10000000,21800000,8100000,13600000
C009,2025Q2,27900000,9800000,18100000,64.5,13600000,6200000,4600000,2300000,1780000,15000,100000,1720000,0.21,790000,8400000,5400000,0,10200000,22000000,8200000,13800000
