company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C005,2020Q1,9800000,2700000,7100000,72.4,6200000,2900000,2000000,1300000,900000,60000,90000,750000,0.08,620000,5200000,3100000,0,3600000,21000000,8000000,13000000
C005,2020Q2,10300000,2850000,7450000,72.3,6400000,3000000,2050000,1350000,1050000,58000,85000,910000,0.10,700000,5400000,3250000,0,3700000,22000000,8200000,13800000
C005,2020Q3,11100000,3050000,8050000,72.5,6600000,3100000,2100000,1400000,1450000,56000,80000,1310000,0.14,850000,5600000,3400000,0,3800000,23000000,8400000,14600000
C005,2020Q4,12100000,3300000,8800000,72.7,6900000,3200000,2200000,1500000,1900000,54000,76000,1770000,0.19,1050000,5900000,3600000,0,3950000,24200000,8600000,15600000
C005,2021Q1,13200000,3600000,9600000,72.7,7200000,3350000,2300000,1550000,2400000,52000,72000,2270000,0.24,1300000,6300000,3800000,0,4100000,25400000,8800000,16600000
C005,2021Q2,14400000,3900000,10500000,72.9,7550000,3500000,2450000,1600000,2950000,50000,70000,2830000,0.30,1550000,6700000,4000000,0,4300000,26600000,9000000,17600000
C005,2021Q3,15800000,4250000,11550000,73.1,7900000,3650000,2600000,1650000,3650000,48000,60000,3540000,0.37,1750000,7200000,4200000,0,4500000,28000000,9300000,18700000
C005,2021Q4,17300000,4650000,12650000,73.1,8350000,3800000,2750000,1800000,4300000,46000,50000,4200000,0.43,2050000,7800000,4500000,0,4700000,29500000,9600000,19900000
C005,2022Q1,19000000,5100000,13900000,73.2,8800000,4000000,2950000,1850000,5100000,44000,0,5050000,0.51,2450000,8200000,4800000,0,4950000,31000000,10000000,21000000
C005,2022Q2,20900000,5600000,15300000,73.2,9300000,4200000,3150000,1950000,6000000,42000,0,5940000,0.60,2800000,8600000,5100000,0,5200000,32600000,10400000,22200000
C005,2022Q3,22800000,6100000,16700000,73.2,9800000,4400000,3350000,2050000,6900000,40000,0,6830000,0.69,3200000,9100000,5400000,0,5450000,34200000,10800000,23400000
C005,2022Q4,24900000,6700000,18200000,73.1,10400000,4600000,3550000,2250000,7800000,38000,0,7710000,0.78,3600000,9600000,5800000,0,5700000,35800000,11200000,24600000
C005,2023Q1,24100000,6500000,17600000,73.0,12100000,5000000,4000000,3100000,5500000,36000,500000,4970000,0.49,2400000,9400000,6400000,0,6000000,37200000,12200000,25000000
C005,2023Q2,25800000,7000000,18800000,72.9,12700000,5200000,4200000,3300000,6100000,34000,400000,5660000,0.56,2700000,9800000,6800000,0,6200000,38600000,12600000,26000000
C005,2023Q3,27600000,7500000,20100000,72.8,13300000,5400000,4400000,3500000,6800000,32000,300000,6450000,0.64,2950000,10300000,7200000,0,6400000,40000000,13000000,27000000
C005,2023Q4,29500000,8000000,21500000,72.9,13900000,5600000,4600000,3700000,7600000,30000,200000,7370000,0.73,3300000,10900000,7600000,0,6600000,41600000,13400000,28200000
C005,2024Q1,26800000,7250000,19550000,73.0,14400000,5900000,4900000,3600000,5150000,28000,1000000,4120000,0.41,1800000,10700000,8200000,0,6900000,43000000,14400000,28600000
C005,2024Q2,28900000,7800000,21100000,73.0,14900000,6100000,5100000,3700000,6200000,26000,900000,5230000,0.52,2100000,11100000,8600000,0,7100000,44400000,14800000,29600000
C005,2024Q3,31200000,8400000,22800000,73.1,15400000,6300000,5300000,3800000,7400000,24000,800000,6340000,0.63,2500000,11600000,9000000,0,7300000,45800000,15200000,30600000
C005,2024Q4,33600000,9000000,24600000,73.2,15900000,6500000,5500000,3900000,8700000,22000,600000,8080000,0.80,3200000,12200000,9400000,0,7500000,47400000,15600000,31800000
C005,2025Q1,31800000,8500000,23300000,73.3,16200000,6700000,5600000,3900000,7100000,20000,400000,6680000,0.66,2600000,12500000,9800000,0,7700000,48800000,16000000,32800000
C005,2025Q2,33400000,8900000,24500000,73.4,16600000,6900000,5700000,4000000,7900000,18000,200000,7680000,0.76,3000000,12900000,10200000,0,7900000,50200000,16400000,33800000
