company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C002,2020Q1,12400000,4800000,7600000,61.3,5600000,2850000,1700000,1050000,2000000,150000,40000,1810000,0.18,1500000,6200000,3100000,8200000,9500000,37000000,14000000,23000000
C002,2020Q2,13200000,5100000,8100000,61.4,5800000,2900000,1750000,1150000,2300000,140000,30000,2130000,0.21,1700000,6500000,3300000,8500000,9700000,39000000,14500000,24500000
C002,2020Q3,14100000,5400000,8700000,61.7,6000000,2950000,1800000,1250000,2700000,130000,20000,2550000,0.25,2000000,6800000,3500000,8800000,9900000,41000000,15000000,26000000
C002,2020Q4,14900000,5700000,9200000,61.7,6200000,3000000,1850000,1350000,3000000,120000,10000,2870000,0.28,2200000,7100000,3700000,9100000,10100000,43000000,15500000,27500000
C002,2021Q1,15800000,6000000,9800000,62.0,6400000,3050000,1900000,1450000,3400000,110000,0,3290000,0.32,2500000,7400000,3900000,9400000,10300000,45000000,16000000,29000000
C002,2021Q2,16700000,6300000,10400000,62.3,6600000,3100000,1950000,1550000,3800000,100000,0,3700000,0.36,2800000,7700000,4100000,9700000,10500000,47000000,16500000,30500000
C002,2021Q3,17600000,6600000,11000000,62.5,6800000,3150000,2000000,1650000,4200000,90000,0,4110000,0.40,3100000,8000000,4300000,10000000,10700000,49000000,17000000,32000000
C002,2021Q4,18500000,6900000,11600000,62.7,7000000,3200000,2050000,1750000,4600000,80000,0,4520000,0.44,3400000,8300000,4500000,10300000,10900000,51000000,17500000,33500000
C002,2022Q1,19500000,7200000,12300000,63.1,7200000,3250000,2100000,1850000,5100000,70000,0,5030000,0.49,3800000,8600000,4700000,10600000,11100000,53000000,18000000,35000000
C002,2022Q2,20500000,7500000,13000000,63.4,7400000,3300000,2150000,1950000,5600000,60000,0,5540000,0.54,4200000,8900000,4900000,10900000,11300000,55000000,18500000,36500000
C002,2022Q3,21500000,7800000,13700000,63.7,7600000,3350000,2200000,2050000,6100000,50000,0,6050000,0.59,4600000,9200000,5100000,11200000,11500000,57000000,19000000,38000000
C002,2022Q4,22600000,8100000,14500000,64.2,7800000,3400000,2250000,2150000,6700000,40000,0,6660000,0.65,5100000,9500000,5300000,11500000,11700000,59000000,19500000,39500000
C002,2023Q1,19800000,7300000,12500000,63.1,9500000,3450000,2300000,3750000,3000000,30000,500000,2470000,0.24,1900000,9200000,5500000,11800000,11900000,61000000,21000000,40000000
C002,2023Q2,21000000,7700000,13300000,63.3,9800000,3500000,2350000,3950000,3500000,20000,400000,3080000,0.30,2400000,9500000,5700000,12100000,12100000,63000000,21500000,41500000
C002,2023Q3,22300000,8100000,14200000,63.7,10100000,3550000,2400000,4150000,4100000,10000,300000,3800000,0.37,3000000,9800000,5900000,12400000,12300000,65000000,22000000,43000000
C002,2023Q4,23600000,8600000,15000000,63.6,10400000,3600000,2450000,4350000,4600000,0,200000,4400000,0.43,3600000,10100000,6100000,12700000,12500000,67000000,22500000,44500000
C002,2024Q1,24700000,9000000,15700000,63.6,11200000,5300000,2500000,3400000,4500000,0,100000,4400000,0.43,3500000,10400000,6300000,13000000,12700000,69000000,23000000,46000000
C002,2024Q2,26900000,10300000,16600000,61.7,11600000,6050000,2550000,2950000,5000000,0,0,5000000,0.49,4100000,10700000,6500000,13300000,12900000,71000000,23500000,47500000
C002,2024Q3,29100000,11100000,18000000,61.9,12300000,6400000,2600000,3500000,5700000,0,0,5700000,0.56,4800000,11000000,6700000,13600000,13100000,73000000,24000000,49000000
C002,2024Q4,34600000,12700000,21900000,63.3,12900000,7440000,2650000,3100000,9000000,0,0,9000000,0.88,7500000,11300000,6900000,13900000,13300000,75000000,24500000,50500000
C002,2025Q1,31200000,11500000,19700000,63.1,13200000,7100000,2700000,3500000,6500000,0,0,6500000,0.63,5300000,11600000,7100000,14200000,13500000,77000000,25000000,52000000
C002,2025Q2,32500000,11900000,20600000,63.4,13500000,7400000,2750000,3600000,7100000,0,0,7100000,0.69,5900000,11900000,7300000,14500000,13700000,79000000,25500000,53500000
