company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C010,2020Q1,6800000,4200000,2600000,38.2,3400000,1800000,1000000,600000,-800000,25000,0,-825000,-0.12,-350000,2200000,1400000,800000,4200000,11500000,4600000,6900000
C010,2020Q2,7200000,4400000,2800000,38.9,3500000,1850000,1050000,600000,-700000,23000,0,-723000,-0.10,-320000,2300000,1500000,850000,4300000,12000000,4700000,7300000
C010,2020Q3,8100000,4900000,3200000,39.5,3600000,1900000,1100000,600000,-400000,22000,0,-422000,-0.06,-200000,2400000,1600000,900000,4400000,12500000,4800000,7700000
C010,2020Q4,8800000,5200000,3600000,40.9,3700000,1950000,1150000,600000,-100000,20000,0,-120000,-0.02,-80000,2500000,1700000,950000,4500000,13000000,4900000,8100000
C010,2021Q1,9600000,5600000,4000000,41.7,3900000,2100000,1200000,600000,100000,19000,5000,76000,0.01,40000,2600000,1800000,1000000,4700000,13600000,5100000,8500000
C010,2021Q2,10500000,6000000,4500000,42.9,4100000,2200000,1300000,600000,400000,18000,20000,362000,0.05,180000,2800000,1900000,1100000,4900000,14200000,5300000,8900000
C010,2021Q3,11800000,6600000,5200000,44.1,4300000,2350000,1400000,550000,900000,17000,50000,833000,0.12,420000,3000000,2100000,1200000,5100000,14800000,5500000,9300000
C010,2021Q4,13200000,7200000,6000000,45.5,4500000,2500000,1500000,500000,1500000,16000,80000,1404000,0.19,650000,3200000,2300000,1300000,5300000,15400000,5700000,9700000
C010,2022Q1,14800000,7900000,6900000,46.6,4800000,2700000,1600000,500000,2100000,15000,120000,1965000,0.26,850000,3400000,2500000,1400000,5600000,16200000,5900000,10300000
C010,2022Q2,16500000,8600000,7900000,47.9,5200000,2900000,1800000,500000,2700000,14000,150000,2536000,0.33,1100000,3600000,2700000,1500000,5900000,17000000,6200000,10800000
C010,2022Q3,18400000,9400000,9000000,48.9,5600000,3100000,2000000,500000,3400000,13000,180000,3207000,0.42,1350000,3800000,2900000,1600000,6200000,17800000,6500000,11300000
C010,2022Q4,20800000,10400000,10400000,50.0,6000000,3300000,2200000,500000,4400000,12000,220000,4168000,0.54,1600000,4000000,3100000,1700000,6500000,18600000,6800000,11800000
C010,2023Q1,19200000,9800000,9400000,49.0,6500000,3600000,2400000,500000,2900000,11000,250000,2639000,0.34,1200000,3900000,3300000,1800000,6800000,19400000,7200000,12200000
C010,2023Q2,20600000,10300000,10300000,50.0,6800000,3700000,2600000,500000,3500000,10000,280000,3210000,0.41,1400000,4100000,3500000,1900000,7100000,20200000,7500000,12700000
C010,2023Q3,22400000,11000000,11400000,50.9,7200000,3900000,2800000,500000,4200000,9000,320000,3871000,0.49,1650000,4300000,3700000,2000000,7400000,21000000,7800000,13200000
C010,2023Q4,24800000,12000000,12800000,51.6,7600000,4100000,3000000,500000,5200000,8000,380000,4812000,0.61,1900000,4500000,3900000,2100000,7700000,21800000,8100000,13700000
C010,2024Q1,22400000,11200000,11200000,50.0,8200000,4500000,3200000,500000,3000000,7000,450000,2543000,0.32,1100000,4400000,4200000,2300000,8000000,22600000,8600000,14000000
C010,2024Q2,24000000,11800000,12200000,50.8,8600000,4700000,3400000,500000,3600000,6000,500000,3094000,0.39,1300000,4600000,4400000,2400000,8300000,23400000,8900000,14500000
C010,2024Q3,26200000,12600000,13600000,51.9,9000000,4900000,3600000,500000,4600000,5000,550000,4045000,0.51,1600000,4800000,4600000,2500000,8600000,24200000,9200000,15000000
C010,2024Q4,28800000,13600000,15200000,52.8,9400000,5100000,3800000,500000,5800000,4000,650000,5146000,0.65,2000000,5000000,4800000,2600000,8900000,25000000,9500000,15500000
C010,2025Q1,26600000,12600000,14000000,52.6,9800000,5400000,3900000,500000,4200000,3000,700000,3497000,0.44,1500000,5200000,5000000,2700000,9200000,25800000,9800000,16000000
C010,2025Q2,28400000,13400000,15000000,52.8,10200000,5600000,4100000,500000,4800000,2000,750000,4048000,0.51,1700000,5400000,5200000,2800000,9500000,26600000,10100000,16500000
