company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C012,2020Q1,5800000,3200000,2600000,44.8,3100000,1400000,1000000,700000,-500000,18000,0,-518000,-0.08,-250000,1800000,1200000,600000,3200000,8900000,3400000,5500000
C012,2020Q2,6200000,3400000,2800000,45.2,3200000,1450000,1050000,700000,-400000,17000,0,-417000,-0.07,-210000,1900000,1300000,650000,3300000,9200000,3500000,5700000
C012,2020Q3,6800000,3700000,3100000,45.6,3300000,1500000,1100000,700000,-200000,16000,0,-216000,-0.03,-120000,2000000,1400000,700000,3400000,9500000,3600000,5900000
C012,2020Q4,7400000,3950000,3450000,46.6,3400000,1550000,1150000,700000,50000,15000,5000,30000,0.00,25000,2100000,1500000,750000,3500000,9800000,3700000,6100000
C012,2021Q1,8100000,4300000,3800000,46.9,3600000,1650000,1250000,700000,200000,14000,15000,171000,0.03,90000,2200000,1600000,800000,3700000,10200000,3800000,6400000
C012,2021Q2,8900000,4700000,4200000,47.2,3800000,1750000,1350000,700000,400000,13000,25000,362000,0.05,180000,2300000,1700000,850000,3900000,10600000,3900000,6700000
C012,2021Q3,9800000,5100000,4700000,48.0,4000000,1850000,1450000,700000,700000,12000,40000,648000,0.10,320000,2400000,1800000,900000,4100000,11000000,4000000,7000000
C012,2021Q4,10800000,5500000,5300000,49.1,4200000,1950000,1550000,700000,1100000,11000,60000,1029000,0.15,480000,2500000,1900000,950000,4300000,11400000,4100000,7300000
C012,2022Q1,11900000,5950000,5950000,50.0,4500000,2100000,1700000,700000,1450000,10000,80000,1360000,0.20,650000,2600000,2000000,1000000,4600000,11900000,4200000,7700000
C012,2022Q2,13200000,6500000,6700000,50.8,4800000,2250000,1850000,700000,1900000,9000,100000,1791000,0.26,850000,2700000,2100000,1050000,4900000,12400000,4300000,8100000
C012,2022Q3,14600000,7100000,7500000,51.4,5100000,2400000,2000000,700000,2400000,8000,120000,2272000,0.33,1050000,2800000,2200000,1100000,5200000,12900000,4400000,8500000
C012,2022Q4,16200000,7800000,8400000,51.9,5400000,2550000,2150000,700000,3000000,7000,140000,2853000,0.41,1300000,2900000,2300000,1150000,5500000,13400000,4500000,8900000
C012,2023Q1,15100000,7300000,7800000,51.7,5800000,2750000,2350000,700000,2000000,6000,160000,1834000,0.26,850000,2800000,2400000,1200000,5800000,13900000,4700000,9200000
C012,2023Q2,16400000,7900000,8500000,51.8,6000000,2850000,2450000,700000,2500000,5000,180000,2315000,0.33,1050000,3000000,2500000,1250000,6100000,14400000,4800000,9600000
C012,2023Q3,17900000,8550000,9350000,52.2,6200000,2950000,2550000,700000,3150000,4000,200000,2946000,0.42,1350000,3200000,2600000,1300000,6400000,14900000,4900000,10000000
C012,2023Q4,19600000,9300000,10300000,52.6,6400000,3050000,2650000,700000,3900000,3000,220000,3677000,0.52,1600000,3400000,2700000,1350000,6700000,15400000,5000000,10400000
C012,2024Q1,18200000,8650000,9550000,52.5,6800000,3250000,2850000,700000,2750000,2000,250000,2498000,0.35,1100000,3300000,2800000,1400000,7000000,15900000,5200000,10700000
C012,2024Q2,19600000,9300000,10300000,52.6,7000000,3350000,2950000,700000,3300000,1800,280000,3018200,0.42,1300000,3500000,2900000,1450000,7300000,16400000,5300000,11100000
C012,2024Q3,21300000,10050000,11250000,52.8,7200000,3450000,3050000,700000,4050000,1600,320000,3728400,0.52,1550000,3700000,3000000,1500000,7600000,16900000,5400000,11500000
C012,2024Q4,23100000,10850000,12250000,53.0,7400000,3550000,3150000,700000,4850000,1400,380000,4468600,0.62,1800000,3900000,3100000,1550000,7900000,17400000,5500000,11900000
C012,2025Q1,21400000,10100000,11300000,52.8,7800000,3750000,3350000,700000,3500000,1200,400000,3098800,0.43,1400000,4000000,3200000,1600000,8200000,17900000,5600000,12300000
C012,2025Q2,22800000,10700000,12100000,53.1,8000000,3850000,3450000,700000,4100000,1000,450000,3649000,0.50,1650000,4200000,3300000,1650000,8500000,18400000,5700000,12700000
