company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C008,2020Q1,14000000,5600000,8400000,60.0,7100000,3200000,2300000,1600000,1300000,50000,80000,1150000,0.12,850000,6200000,3500000,0,7500000,26000000,9600000,16400000
C008,2020Q2,14600000,5800000,8800000,60.3,7300000,3300000,2400000,1600000,1500000,48000,85000,1250000,0.13,980000,6400000,3600000,0,7600000,26600000,9800000,16800000
C008,2020Q3,16100000,6200000,9900000,61.5,7600000,3500000,2600000,1500000,2300000,46000,90000,2100000,0.22,1240000,6600000,3650000,0,7800000,27600000,10000000,17600000
C008,2020Q4,17000000,6500000,10500000,61.8,7900000,3600000,2700000,1600000,2600000,44000,95000,2350000,0.26,1400000,6900000,3800000,0,7830000,28400000,10200000,18200000
C008,2021Q1,18500000,7000000,11500000,62.2,8400000,3900000,2800000,1700000,3100000,43000,100000,2700000,0.30,1550000,7200000,3900000,0,8000000,29000000,10400000,18600000
C008,2021Q2,19700000,7300000,12400000,62.9,8700000,4000000,3000000,1700000,3200000,40000,105000,2800000,0.31,1600000,7300000,4100000,0,8100000,29900000,10700000,19200000
C008,2021Q3,21200000,7700000,13500000,63.7,8900000,4200000,3100000,1600000,4000000,38000,110000,3300000,0.37,1800000,7600000,4300000,0,8400000,31100000,11000000,20100000
C008,2021Q4,23000000,8300000,14700000,64.0,9200000,4300000,3300000,1600000,5400000,36000,115000,4000000,0.45,2100000,7900000,4600000,0,8650000,32300000,11200000,21100000
C008,2022Q1,24800000,8800000,16000000,64.5,9600000,4500000,3500000,1600000,6400000,34000,120000,5200000,0.58,2350000,8000000,4800000,0,9000000,33500000,11500000,22000000
C008,2022Q2,26000000,9200000,16800000,64.6,10000000,4600000,3700000,1700000,6700000,32000,130000,5400000,0.60,2450000,8200000,5000000,0,9200000,34000000,11800000,22200000
C008,2022Q3,27800000,9800000,18000000,64.7,10300000,4700000,3900000,1700000,7400000,30000,140000,6100000,0.68,2750000,8500000,5200000,0,9500000,35200000,12100000,23100000
C008,2022Q4,30000000,10500000,19500000,65.0,10800000,4800000,4100000,1900000,8300000,28000,150000,7000000,0.77,3150000,8900000,5400000,0,9940000,36500000,12400000,24100000
C008,2023Q1,29000000,10100000,18900000,65.2,11200000,5100000,4300000,1900000,6800000,25000,200000,5100000,0.56,2400000,8700000,5700000,0,10200000,37000000,13000000,24000000
C008,2023Q2,30100000,10500000,19600000,65.1,11400000,5200000,4500000,1700000,7400000,23000,180000,5700000,0.62,2700000,9000000,6000000,0,10500000,38200000,13400000,24600000
C008,2023Q3,32000000,11200000,20800000,65.0,11700000,5400000,4600000,1700000,8200000,21500,150000,6300000,0.68,2800000,9400000,6200000,0,10800000,38900000,13700000,25000000
C008,2023Q4,34200000,11800000,22400000,65.5,12200000,5700000,4800000,1700000,9000000,20000,120000,7200000,0.77,3300000,9700000,6500000,0,11000000,39400000,14100000,25300000
C008,2024Q1,31000000,11000000,20000000,64.5,12600000,5800000,4900000,2000000,6500000,19000,400000,4500000,0.48,1600000,9400000,6700000,0,11200000,41000000,15000000,26000000
C008,2024Q2,32400000,11500000,20900000,64.5,13000000,5900000,5100000,1600000,7300000,18000,500000,5300000,0.56,2100000,9700000,6900000,0,11250000,41500000,15200000,26300000
C008,2024Q3,34200000,12100000,22100000,64.9,13400000,6200000,5300000,1600000,8100000,17500,450000,6200000,0.66,2500000,10000000,7300000,0,11500000,42500000,15400000,27100000
C008,2024Q4,36100000,12700000,23400000,64.8,13800000,6400000,5500000,1700000,9000000,17000,400000,7100000,0.76,2800000,10300000,7600000,0,11700000,43500000,16000000,27500000
C008,2025Q1,33500000,11800000,21700000,64.8,14400000,6500000,5300000,1800000,7200000,16000,350000,5300000,0.56,2100000,10200000,7900000,0,11750000,44500000,16200000,28300000
C008,2025Q2,34900000,12400000,22500000,64.7,14800000,6700000,5400000,1700000,8000000,15000,300000,6200000,0.64,2600000,10500000,8200000,0,11900000,45000000,16600000,28400000
