company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C013,2020Q1,10300000,4300000,6000000,58.3,6700000,3000000,2200000,1500000,-700000,35000,0,-735000,-0.07,-320000,3700000,1900000,0,4300000,16000000,5900000,10100000
C013,2020Q2,10800000,4500000,6300000,58.3,6800000,3100000,2300000,1400000,-500000,34000,0,-534000,-0.05,-240000,3800000,2000000,0,4400000,16200000,5800000,10400000
C013,2020Q3,11500000,4700000,6800000,59.1,7000000,3200000,2400000,1400000,-200000,33000,0,-233000,-0.02,-110000,3900000,2100000,0,4500000,16400000,5700000,10700000
C013,2020Q4,12200000,4900000,7300000,59.8,7200000,3300000,2500000,1400000,100000,32000,10000,58000,0.01,80000,4000000,2200000,0,4600000,16600000,5600000,11000000
C013,2021Q1,13100000,5200000,7900000,60.3,7500000,3500000,2600000,1400000,400000,31000,30000,339000,0.03,190000,4100000,2300000,0,4800000,16900000,5500000,11400000
C013,2021Q2,14000000,5500000,8500000,60.7,7800000,3700000,2700000,1400000,700000,30000,50000,620000,0.06,350000,4200000,2400000,0,5000000,17200000,5400000,11800000
C013,2021Q3,14900000,5800000,9100000,61.1,8100000,3900000,2800000,1400000,1000000,29000,70000,901000,0.08,500000,4300000,2500000,0,5200000,17500000,5300000,12200000
C013,2021Q4,15700000,6000000,9700000,61.8,8400000,4200000,2900000,1300000,1300000,28000,90000,1182000,0.11,650000,4500000,2600000,0,5400000,17800000,5200000,12600000
C013,2022Q1,16800000,6400000,10400000,61.9,8800000,4400000,3000000,1400000,1600000,27000,110000,1463000,0.13,750000,4600000,2700000,0,5700000,18200000,5100000,13100000
C013,2022Q2,18100000,6900000,11200000,61.9,9200000,4600000,3200000,1400000,2000000,26000,130000,1844000,0.17,920000,4700000,2800000,0,5900000,18600000,5000000,13600000
C013,2022Q3,19500000,7400000,12100000,62.1,9600000,4800000,3400000,1400000,2500000,25000,150000,2325000,0.21,1100000,4800000,2900000,0,6100000,19000000,4900000,14100000
C013,2022Q4,21200000,8000000,13200000,62.3,10000000,5000000,3600000,1400000,3200000,24000,170000,3006000,0.27,1400000,4900000,3000000,0,6300000,19400000,4800000,14600000
C013,2023Q1,20100000,7600000,12500000,62.2,10500000,5300000,3800000,1400000,2000000,23000,180000,1797000,0.16,800000,4800000,3100000,0,6500000,19800000,4900000,14900000
C013,2023Q2,21300000,8000000,13300000,62.4,10800000,5500000,3900000,1400000,2500000,22000,190000,2288000,0.21,1050000,5000000,3200000,0,6700000,20200000,5000000,15200000
C013,2023Q3,22700000,8500000,14200000,62.6,11100000,5700000,4000000,1400000,3100000,21000,200000,2879000,0.26,1300000,5200000,3300000,0,6900000,20600000,5100000,15500000
C013,2023Q4,24400000,9100000,15300000,62.7,11400000,5900000,4100000,1400000,3900000,20000,210000,3670000,0.33,1600000,5400000,3400000,0,7100000,21000000,5200000,15800000
C013,2024Q1,22800000,8500000,14300000,62.7,11800000,6200000,4200000,1400000,2500000,19000,220000,2261000,0.20,950000,5300000,3500000,0,7300000,21400000,5300000,16100000
C013,2024Q2,24100000,8900000,15200000,63.1,12100000,6400000,4300000,1400000,3100000,18000,230000,2852000,0.25,1200000,5500000,3600000,0,7500000,21800000,5400000,16400000
C013,2024Q3,25600000,9400000,16200000,63.3,12400000,6600000,4400000,1400000,3800000,17000,240000,3543000,0.31,1500000,5700000,3700000,0,7700000,22200000,5500000,16700000
C013,2024Q4,27400000,10000000,17400000,63.5,12700000,6800000,4500000,1400000,4700000,16000,250000,4434000,0.39,1800000,5900000,3800000,0,7900000,22600000,5600000,17000000
C013,2025Q1,25700000,9300000,16400000,63.8,13200000,7100000,4700000,1400000,3200000,15000,260000,2925000,0.25,1200000,6000000,3900000,0,8100000,23000000,5700000,17300000
C013,2025Q2,27600000,10000000,17600000,63.8,13600000,7300000,4900000,1400000,4000000,14000,270000,3716000,0.32,1500000,6200000,4000000,0,8300000,23400000,5800000,17600000
