company_id,period,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,opex_usd,rd_expense_usd,selling_expense_usd,admin_expense_usd,operating_income_usd,interest_expense_usd,tax_expense_usd,net_income_usd,eps_basic,free_cash_flow_usd,cash_and_equivalents_usd,accounts_receivable_usd,inventory_usd,property_plant_equipment_usd,total_assets_usd,total_liabilities_usd,shareholders_equity_usd
C003,2020Q1,18500000,7400000,11100000,60.0,9200000,4600000,2800000,1760000,1900000,180000,50000,1670000,0.17,1400000,9500000,4600000,0,12500000,47000000,18000000,29000000
C003,2020Q2,19800000,7900000,11900000,60.1,9600000,4800000,2900000,1900000,2300000,170000,40000,2090000,0.21,1700000,9900000,4900000,0,12800000,49000000,18500000,30500000
C003,2020Q3,21200000,8400000,12800000,60.4,10000000,5000000,3000000,2000000,2800000,160000,30000,2610000,0.26,2100000,10300000,5200000,0,13100000,51000000,19000000,32000000
C003,2020Q4,22600000,9000000,13600000,60.2,10400000,5200000,3100000,2100000,3200000,150000,20000,3050000,0.30,2500000,10700000,5500000,0,13400000,53000000,19500000,33500000
C003,2021Q1,24100000,9600000,14500000,60.2,10800000,5400000,3200000,2200000,3700000,140000,10000,3560000,0.35,2900000,11100000,5800000,0,13700000,55000000,20000000,35000000
C003,2021Q2,25700000,10200000,15500000,60.3,11200000,5600000,3300000,2300000,4300000,130000,0,4170000,0.41,3400000,11500000,6100000,0,14000000,57000000,20500000,36500000
C003,2021Q3,27400000,10900000,16500000,60.2,11600000,5800000,3400000,2400000,4900000,120000,0,4780000,0.47,3900000,11900000,6400000,0,14300000,59000000,21000000,38000000
C003,2021Q4,29200000,11600000,17600000,60.3,12000000,6000000,3500000,2500000,5600000,110000,0,5490000,0.54,4500000,12300000,6700000,0,14600000,61000000,21500000,39500000
C003,2022Q1,31100000,12400000,18700000,60.1,12400000,6200000,3600000,2600000,6300000,100000,0,6200000,0.61,5100000,12700000,7000000,0,14900000,63000000,22000000,41000000
C003,2022Q2,33100000,13200000,19900000,60.1,12800000,6400000,3700000,2700000,7100000,90000,0,7010000,0.69,5800000,13100000,7300000,0,15200000,65000000,22500000,42500000
C003,2022Q3,35200000,14000000,21200000,60.2,13200000,6600000,3800000,2800000,8000000,80000,0,7920000,0.78,6600000,13500000,7600000,0,15500000,67000000,23000000,44000000
C003,2022Q4,37400000,14900000,22500000,60.2,13600000,6800000,3900000,2900000,8900000,70000,0,8820000,0.87,7400000,13900000,7900000,0,15800000,69000000,23500000,45500000
C003,2023Q1,34900000,13900000,21000000,60.2,16200000,7000000,4000000,5200000,4800000,60000,1000000,3720000,0.37,3000000,13600000,8200000,0,16100000,71000000,25000000,46000000
C003,2023Q2,37000000,14700000,22300000,60.3,16800000,7200000,4100000,5500000,5500000,50000,800000,4620000,0.45,3800000,14000000,8500000,0,16400000,73000000,25500000,47500000
C003,2023Q3,39200000,15600000,23600000,60.2,17400000,7400000,4200000,5800000,6200000,40000,600000,5560000,0.55,4600000,14400000,8800000,0,16700000,75000000,26000000,49000000
C003,2023Q4,41500000,16500000,25000000,60.2,18000000,7600000,4300000,6100000,7000000,30000,400000,6570000,0.65,5500000,14800000,9100000,0,17000000,77000000,26500000,50500000
C003,2024Q1,36700000,14600000,22100000,60.2,16800000,7800000,4400000,4600000,5300000,20000,1200000,4110000,0.40,3300000,14500000,9400000,0,17300000,79000000,27000000,52000000
C003,2024Q2,39800000,15800000,24000000,60.3,17400000,8000000,4500000,4900000,6600000,10000,1000000,5500000,0.54,4500000,14900000,9700000,0,17600000,81000000,27500000,53500000
C003,2024Q3,43000000,17100000,25900000,60.2,18000000,8200000,4600000,5200000,7900000,0,800000,7110000,0.70,5900000,15300000,10000000,0,17900000,83000000,28000000,55000000
C003,2024Q4,46400000,18500000,27900000,60.1,18600000,8400000,4700000,5500000,9300000,0,600000,8670000,0.85,7300000,15700000,10300000,0,18200000,85000000,28500000,56500000
C003,2025Q1,42000000,16700000,25300000,60.2,18900000,8600000,4800000,5700000,6400000,0,400000,6000000,0.59,4900000,16100000,10600000,0,18500000,87000000,29000000,58000000
C003,2025Q2,44100000,17500000,26600000,60.3,19200000,8800000,4900000,5900000,7400000,0,200000,7220000,0.71,6000000,16500000,10900000,0,18800000,89000000,29500000,59500000
